Time,PV Productie (W)
19-08-2016 19:15,"0"
19-08-2016 19:30,"0"
19-08-2016 19:45,"0"
19-08-2016 20:00,"0"
19-08-2016 20:15,"0"
19-08-2016 20:30,"0"
19-08-2016 20:45,"0"
19-08-2016 21:00,"0"
19-08-2016 21:15,"0"
19-08-2016 21:30,"0"
19-08-2016 21:45,"0"
19-08-2016 22:00,"0"
19-08-2016 22:15,"0"
19-08-2016 22:30,"0"
19-08-2016 22:45,"0"
19-08-2016 23:00,"0"
19-08-2016 23:15,"0"
19-08-2016 23:30,"0"
19-08-2016 23:45,"0"
